epoch, accuracy, loss,
2316,0.945,0.29448408114063,
2317,0.935,0.30565094990094,
2318,0.935,0.3075408772148,
2319,0.955,0.30677965800794,
2320,0.96,0.37146258676832,
2321,0.95,0.36459746451947,
2322,0.945,0.37189396665441,
2323,0.945,0.3641431046192,
2324,0.945,0.36328349038963,
2325,0.945,0.36859645099717,
2326,0.945,0.37975324398338,
2327,0.96,0.36985544055591,
2328,0.965,0.38444056639999,
2329,0.965,0.39798473561487,
2330,0.965,0.39181260069788,
2331,0.965,0.39289258844946,
2332,0.965,0.38884646141423,
2333,0.965,0.38148827906228,
2334,0.965,0.37348264903996,
2335,0.955,0.36692663973981,
2336,0.95,0.36252735833073,
2337,0.95,0.39274427138469,
2338,0.95,0.35977716777258,
2339,0.955,0.36120544771819,
2340,0.96,0.36438753511125,
2341,0.96,0.36885171488313,
2342,0.965,0.37358711964313,
2343,0.965,0.37732969379904,
2344,0.965,0.37902224964909,
2345,0.965,0.37832283011122,
2346,0.965,0.37563790495352,
2347,0.965,0.37191057047576,
2348,0.96,0.36821037210367,
2349,0.96,0.36532462042779,
2350,0.96,0.36369036532399,
2351,0.955,0.36339994340194,
2352,0.96,0.36440484792969,
2353,0.96,0.36644649429923,
2354,0.96,0.36918933544404,
2355,0.96,0.37215067152051,
